iteration,loss,mean_rel_error
1,29.858131408691406,7.229781043610094
100,4.15863037109375,1.0373279541709761
200,3.3745105266571045,1.0816820012989248
300,2.1695754528045654,1.0260006575324336
400,1.3322935104370117,0.9573082812302462
500,1.0682711601257324,0.920930486097026
600,0.6087707877159119,0.8461618704408881
700,0.4511640667915344,0.8018376676334138
800,0.3655127286911011,0.7430765211723476
900,0.31940072774887085,0.7031617389743889
1000,0.26537439227104187,0.6581801223438823
1100,0.21362487971782684,0.5961710511557715
1200,0.17239229381084442,0.5496948822438102
1300,0.14293432235717773,0.4972144726327672
1400,0.11980287730693817,0.45775379233583124
1500,0.1042647585272789,0.4385255399562336
1600,0.0923711434006691,0.4045273517729266
1700,0.0820975974202156,0.37101986608038395
1800,0.07153472304344177,0.3302051615921162
1900,0.060451388359069824,0.2964333625817799
2000,0.05055495724081993,0.2571778052386202
2100,0.039934709668159485,0.21327153572998409
2200,0.03249000012874603,0.17897905318893093
2300,0.027247117832303047,0.15539691399209687
2400,0.022670160979032516,0.14131687241336707
2500,0.01900959387421608,0.1288479170615157
2600,0.016183575615286827,0.11909543440875928
2700,0.013810153119266033,0.10756491239903394
2800,0.011908505111932755,0.102474695467846
2900,0.010398004204034805,0.09812945684692347
3000,0.00904114544391632,0.09525995335446727
3100,0.007933922111988068,0.09082444491765909
3200,0.007080188021063805,0.08679577783643175
3300,0.006400854326784611,0.08518254438170011
3400,0.005793754942715168,0.08574298329743557
3500,0.005271317437291145,0.08271009694596176
3600,0.004870728589594364,0.0811358005646921
3700,0.004431209992617369,0.0781722790480323
3800,0.004066769033670425,0.07512076027289485
3900,0.0037969546392560005,0.07512800397745402
4000,0.003554767929017544,0.07590925221725375
4100,0.0033536977134644985,0.07676604500428566
4200,0.0031743478029966354,0.07692430941890227
4300,0.0029999574180692434,0.07748845497270693
4400,0.0028216077480465174,0.07536377054586532
4500,0.002652303082868457,0.07363902836458111
4600,0.0024903463199734688,0.07330392372368441
4700,0.002353985095396638,0.07381668295139587
4800,0.0022103802766650915,0.07335104994633412
4900,0.0020715822465717793,0.07355038032901505
5000,0.0019579031504690647,0.07359615659484947
5100,0.0018342360854148865,0.07412793898551766
5200,0.0017287774244323373,0.074015281096614
5300,0.001637887442484498,0.07462201693603043
5400,0.001562959747388959,0.0751198931556064
5500,0.001497350400313735,0.07540961815472119
5600,0.0014298908645287156,0.0751945513131472
5700,0.0013730113860219717,0.07505461280257293
5800,0.0013144704280421138,0.07543315673748133
5900,0.0012639343040063977,0.07548256968092393
6000,0.001215898897498846,0.07543767299653223
