iteration,loss,mean_rel_error
1,97.61490631103516,2.3188064156232175
100,5.006505012512207,1.0000417887235948
200,4.768862247467041,1.003510024842219
300,4.669038772583008,1.0052669060640265
400,4.627269744873047,1.0065182807805495
500,4.60807466506958,1.0076376104784963
600,4.596307754516602,1.0087374239282738
700,4.586513042449951,1.0099008478875051
800,4.576976299285889,1.0111976187897702
900,4.567034721374512,1.0126756527438805
1000,4.556131362915039,1.0143634926618033
1100,4.543471813201904,1.0162795311359765
1200,4.5277581214904785,1.018443694322182
1300,4.5067877769470215,1.0208835467532402
1400,4.476769924163818,1.0236197794867954
1500,4.43135404586792,1.0266060672417439
1600,4.360549449920654,1.0296125785270396
1700,4.250069618225098,1.0320436655479233
1800,4.082622051239014,1.0325018506359807
1900,3.847118377685547,1.0281769885826417
2000,3.559797763824463,1.0158231269947269
2100,3.269899845123291,0.995222987069934
2200,3.0190577507019043,0.9710726134240849
2300,2.8124642372131348,0.949007799022634
2400,2.645986318588257,0.9324364068473432
2500,2.5085325241088867,0.9220198071343925
2600,2.3879265785217285,0.9161048766414195
2700,2.27502703666687,0.9126018972403012
2800,2.162435293197632,0.9102963392760618
2900,2.040865898132324,0.9084168418770784
3000,1.891039490699768,0.9054225966545644
3100,0.952495813369751,0.8431490514859692
3200,0.640522837638855,0.8060065836745558
3300,0.4789605140686035,0.7789478398636371
3400,0.39433470368385315,0.7279845821557323
3500,0.3217080533504486,0.6791807824515006
3600,0.2556019425392151,0.6566565531919041
3700,0.21058331429958344,0.6455682666987226
3800,0.17845183610916138,0.5817488587833841
3900,0.14657637476921082,0.5314744921425392
4000,0.1145835742354393,0.4385526880387831
4100,0.08351986110210419,0.2973591789768366
4200,0.05844783037900925,0.21604405734173948
4300,0.040018562227487564,0.13940786363153002
4400,0.028625454753637314,0.11962477155682606
4500,0.02218431979417801,0.10608594667338286
4600,0.016692062839865685,0.09143862155925825
4700,0.013688934966921806,0.08258648111005693
4800,0.011532893404364586,0.08267934880206447
4900,0.009668496437370777,0.0768732230322058
5000,0.00810042954981327,0.07448191515462985
5100,0.006980262231081724,0.07597975154808845
5200,0.006012634374201298,0.0746353350035526
5300,0.005318233277648687,0.07425029475938211
5400,0.004672922194004059,0.07485263658226929
5500,0.0041222465224564075,0.07430044908272947
5600,0.0037091397680342197,0.0739723539056695
5700,0.0032733615953475237,0.07335069720326898
5800,0.0029276192653924227,0.07441375251884891
5900,0.0026092317420989275,0.07426656109522514
6000,0.0023803256917744875,0.07488602060821978
