n,time_sec,relative_error
5,14.673555850982666,0.7375318908979204
10,16.160819721221923,0.14893661260778635
15,16.95853896141052,0.072494329291005
20,18.313498067855836,0.04542724798819734
25,20.381506776809694,0.03213927307559029
30,21.780262231826782,0.024761772825333508
35,22.444060611724854,0.020087281058143714
40,24.280676507949828,0.01688681014089601
45,24.437379169464112,0.014630246998650434
50,27.26333522796631,0.01290109464464823
