n,time_sec,relative_error
5,8.754680633544922,0.7375318908979204
10,9.706764936447144,0.14893661260778635
15,10.349193096160889,0.072494329291005
20,11.038462400436401,0.04542724798819734
25,11.755232334136963,0.03213927307559029
30,12.52049469947815,0.024761772825333508
35,13.392189741134644,0.020087281058143714
40,14.805753946304321,0.01688681014089601
45,15.4456787109375,0.014630246998650434
50,15.864228963851929,0.012901094644648232
