hidden_layers,hidden_units,mean_relative_error,std_relative_error,best_relative_error,training_time_sec,std_training_time_sec,mean_eval_time_sec,std_eval_time_sec
1,75,0.8554402901769829,0.0,0.8554402901769829,218.29348306655885,8.19261477478115,0.06801550388336182,0.05170021860357715
