n,assembly_solution_time_sec,assembly_solution_time_sec_std,evaluation_time_sec,evaluation_time_sec_std,relative_error,relative_error_std
5,0.018276357650756837,0.014980656177848446,8.592361116409302,0.7404711133715859,0.7375318908979204,0.0
10,0.1919401168823242,0.44585321304771874,9.398096179962158,0.6526988445926527,0.14893661260778632,2.925694557147251e-17
15,0.10423426628112793,0.013116574684071727,10.329817652702332,1.0443782452192931,0.072494329291005,0.0
20,0.13972642421722412,0.011080214304705297,10.692433214187622,0.7842991994912276,0.04542724798819735,7.314236392868128e-18
25,0.18166162967681884,0.007065829546393326,11.501848483085633,0.9307360473099499,0.03213927307559029,0.0
30,0.2593644142150879,0.010165042644038141,12.24274184703827,0.7476700441550442,0.024761772825333508,0.0
35,0.4755580902099609,0.45823149480131037,12.810888051986694,0.7740878892981656,0.020087281058143718,3.657118196434064e-18
40,0.41092872619628906,0.018612317776957512,13.557603907585143,0.7440740148820241,0.016886810140896012,3.657118196434064e-18
45,0.5001922607421875,0.02087713994549993,14.443502044677734,1.1417442289272712,0.014630246998650434,0.0
