n,time_sec,relative_error
5,13.85079026222229,0.7375318908979204
10,14.532610177993774,0.14893661260778635
15,16.649343490600586,0.072494329291005
20,16.489816427230835,0.04542724798819734
25,18.92879366874695,0.03213927307559029
30,18.96181607246399,0.024761772825333508
35,19.148174047470093,0.020087281058143714
40,21.827614068984985,0.01688681014089601
45,21.89739155769348,0.014630246998650434
50,23.971972465515137,0.012901094644648232
