hidden_layers,hidden_units,mean_relative_error,std_relative_error,best_relative_error,training_time_sec,std_training_time_sec,mean_eval_time_sec,std_eval_time_sec
2,50,0.07521603152048141,0.0,0.07521603152048141,253.98450207710266,2.1010876342003333,0.04708375930786133,0.005809109809388573
