hidden_layers,hidden_units,mean_relative_error,std_relative_error,best_relative_error,training_time_sec,std_training_time_sec,mean_eval_time_sec,std_eval_time_sec
3,25,0.07436087624213605,0.0,0.07436087624213605,289.87279930114744,1.9818564529141973,0.04699206352233887,0.0029395269580578687
